,仁義潭水庫,南化水庫,寶山第二水庫,德基水庫,日月潭水庫,明德水庫,曾文水庫,永和山水庫,湖山水庫,烏山頭水庫,牡丹水庫,白河水庫,石岡壩,石門水庫,翡翠水庫,阿公店水庫,霧社水庫,鯉魚潭水庫
2012-2-14,57.48 %,76.6 %,100 %,96.97 %,NULL,97.42 %,55.82 %,96.21 %,NULL,62.68 %,75.63 %,36.9 %,86.42 %,96.81 %,90.84 %,74.27 %,22.85 %,99.73 %
2012-2-15,56.93 %,76.2 %,100 %,97.12 %,NULL,96.72 %,55.27 %,96.15 %,NULL,61.44 %,75.5 %,36.47 %,85.16 %,96.32 %,90.76 %,73.81 %,22.85 %,99.47 %
2012-2-16,56.38 %,75.93 %,99.99 %,96.95 %,NULL,96.13 %,54.74 %,96.46 %,NULL,60.3 %,75.5 %,35.89 %,88.01 %,95.95 %,90.27 %,73.5 %,22.7 %,99.24 %
2012-2-17,55.91 %,75.58 %,99.88 %,96.84 %,NULL,96.48 %,54.22 %,96.7 %,NULL,58.71 %,77.76 %,35.45 %,87.69 %,95.21 %,90.68 %,72.88 %,23.21 %,98.97 %
2012-2-18,55.52 %,75.23 %,99.75 %,96.7 %,NULL,96.84 %,53.7 %,96.94 %,NULL,57.14 %,75.13 %,35.02 %,93.8 %,94.61 %,90.86 %,72.57 %,22.85 %,98.78 %
2012-2-19,55.05 %,74.88 %,99.63 %,96.66 %,NULL,96.84 %,53.18 %,97.07 %,NULL,55.6 %,74.88 %,34.59 %,92.51 %,93.96 %,90.97 %,71.95 %,22.77 %,98.71 %
2012-2-20,54.66 %,74.44 %,99.68 %,96.33 %,NULL,96.95 %,52.64 %,97.25 %,NULL,54.01 %,74.88 %,34.3 %,88.97 %,93.12 %,91.34 %,71.65 %,23.5 %,97.84 %
2012-2-21,54.12 %,74.09 %,99.75 %,96.25 %,NULL,97.19 %,52.12 %,97.31 %,NULL,52.52 %,75.87 %,33.86 %,88.65 %,92.32 %,91.29 %,71.95 %,22.7 %,97.84 %
2012-2-22,53.49 %,73.78 %,99.78 %,96.1 %,NULL,97.3 %,52.05 %,97.31 %,NULL,51.32 %,76.38 %,33.43 %,88.97 %,91.48 %,91.13 %,72.42 %,22.48 %,97.65 %
2012-2-23,53.11 %,73.52 %,99.84 %,96.47 %,NULL,97.42 %,50.95 %,97.37 %,NULL,50.22 %,76.38 %,32.99 %,84.85 %,91.17 %,90.89 %,72.88 %,22.45 %,97.42 %
2012-2-24,52.64 %,73.12 %,100 %,97.26 %,NULL,97.19 %,50.37 %,98.17 %,NULL,49.3 %,76.38 %,32.56 %,80.8 %,96.32 %,93.51 %,73.03 %,23.98 %,98.33 %
2012-2-25,52.26 %,72.72 %,99.87 %,97.52 %,NULL,96.37 %,49.79 %,98.47 %,NULL,49.71 %,76.38 %,32.56 %,88.01 %,97.01 %,94.15 %,73.65 %,22.88 %,99.31 %
2012-2-26,52.02 %,72.51 %,99.61 %,98.51 %,NULL,96.13 %,49.5 %,98.11 %,NULL,48.8 %,76.38 %,32.85 %,77.74 %,97.63 %,95.14 %,74.89 %,24.8 %,99.96 %
2012-2-27,51.49 %,72.33 %,99.22 %,98.76 %,NULL,95.78 %,48.7 %,97.68 %,NULL,47.82 %,76.38 %,33.57 %,67.98 %,98.05 %,95.62 %,75.67 %,30.54 %,100 %
2012-2-28,51.1 %,72.07 %,99.08 %,99.04 %,NULL,97.3 %,48.16 %,97.31 %,NULL,46.93 %,76.38 %,33.72 %,76.54 %,98 %,95.46 %,76.3 %,35.84 %,100 %
2012-2-29,51.25 %,71.85 %,98.81 %,99.04 %,NULL,97.3 %,47.62 %,97 %,NULL,46.04 %,74.14 %,34.3 %,73.54 %,98.05 %,94.82 %,76.45 %,39.74 %,100 %
2012-3-1,51.1 %,71.63 %,98.77 %,98.89 %,NULL,94.49 %,45.76 %,96.7 %,NULL,48.89 %,74.05 %,34.3 %,75.94 %,97.59 %,93.86 %,75.98 %,41.91 %,100 %
2012-3-2,50.87 %,71.03 %,98.86 %,98.34 %,NULL,94.14 %,45.15 %,96.4 %,NULL,51.74 %,73.97 %,33.86 %,77.74 %,97.43 %,92.69 %,75.51 %,42.82 %,100 %
2012-3-3,50.41 %,70.56 %,98.91 %,97.93 %,NULL,94.84 %,44.52 %,96.21 %,NULL,54.27 %,73.84 %,33.43 %,70.31 %,97.22 %,91.42 %,74.89 %,42.78 %,100 %
2012-3-4,50.26 %,70.3 %,98.95 %,96.36 %,NULL,95.08 %,44.02 %,96.27 %,NULL,56.87 %,73.72 %,32.99 %,79.58 %,97.55 %,90.05 %,74.27 %,42.04 %,100 %
2012-3-5,49.57 %,69.7 %,99.08 %,95.82 %,NULL,95.08 %,43.27 %,96.46 %,NULL,59.36 %,73.55 %,32.56 %,82.97 %,97.67 %,89.81 %,73.65 %,40.77 %,100 %
2012-3-6,49.12 %,69.18 %,99.08 %,95.43 %,NULL,94.84 %,42.65 %,96.4 %,NULL,59.17 %,73.39 %,32.13 %,74.14 %,97.88 %,89.6 %,72.88 %,38.81 %,100 %
2012-3-7,48.59 %,68.71 %,99.05 %,94.98 %,NULL,94.49 %,42.03 %,96.33 %,NULL,59.09 %,73.26 %,31.69 %,76.24 %,97.67 %,89.34 %,72.26 %,20.63 %,99.69 %
2012-3-8,47.98 %,68.28 %,99.04 %,94.41 %,NULL,94.03 %,41.68 %,96.33 %,NULL,58.81 %,73.06 %,31.26 %,92.83 %,97.3 %,88.61 %,71.8 %,19.51 %,99.88 %
2012-3-9,47.46 %,67.81 %,99.13 %,95.37 %,NULL,93.44 %,40.79 %,96.46 %,NULL,58.62 %,72.89 %,30.97 %,81.73 %,97.43 %,88.11 %,71.19 %,17.67 %,99.92 %
2012-3-10,46.93 %,67.51 %,98.84 %,95.9 %,NULL,93.21 %,39.76 %,96.64 %,NULL,58.52 %,72.68 %,31.11 %,72.95 %,97.38 %,87.72 %,70.58 %,16.22 %,100 %
2012-3-11,46.41 %,67.14 %,98.85 %,95.54 %,NULL,93.44 %,38.77 %,96.76 %,NULL,60.59 %,72.52 %,31.11 %,74.14 %,97.34 %,87.54 %,69.97 %,14.5 %,100 %
2012-3-12,46.03 %,66.59 %,98.97 %,95.65 %,NULL,93.56 %,38.16 %,96.82 %,NULL,62.49 %,72.35 %,31.11 %,72.06 %,97.59 %,87.54 %,69.51 %,13.63 %,100 %
2012-3-13,45.59 %,66.38 %,99.02 %,96.27 %,NULL,95.78 %,37.53 %,96.88 %,NULL,62.31 %,72.23 %,31.11 %,70.88 %,97.96 %,87.75 %,69.42 %,14.97 %,100 %
2012-3-14,45.14 %,65.79 %,99.09 %,96.27 %,NULL,98.94 %,36.93 %,96.7 %,NULL,62.88 %,72.07 %,31.11 %,75.33 %,97.63 %,88.35 %,69.06 %,14.99 %,100 %
2012-3-15,44.7 %,65.46 %,99 %,97.18 %,NULL,98.36 %,36.32 %,96.52 %,NULL,63.37 %,71.86 %,31.11 %,75.03 %,97.26 %,87.9 %,68.6 %,14.76 %,100 %
2012-3-16,44.11 %,64.87 %,98.92 %,97.15 %,NULL,98.59 %,35.7 %,96.4 %,NULL,63.85 %,71.7 %,30.53 %,51.23 %,96.52 %,87.88 %,68.15 %,14 %,100 %
2012-3-17,43.52 %,64.32 %,98.96 %,97.03 %,NULL,99.06 %,35.07 %,96.7 %,NULL,67.02 %,71.5 %,29.96 %,36.83 %,96.36 %,87.67 %,67.4 %,14.67 %,100 %
2012-3-18,42.94 %,63.78 %,99.11 %,97 %,NULL,99.06 %,34.43 %,97.01 %,NULL,70.27 %,71.34 %,29.52 %,34.58 %,96.23 %,87.33 %,66.5 %,15.39 %,100 %
2012-3-19,42.28 %,63.32 %,99.08 %,96.95 %,NULL,98.83 %,33.81 %,96.76 %,NULL,73.38 %,71.13 %,28.94 %,24.27 %,96.03 %,86.94 %,65.6 %,15.85 %,100 %
2012-3-20,41.63 %,62.79 %,98.96 %,96.66 %,NULL,98.36 %,33.2 %,96.7 %,NULL,76.46 %,70.93 %,28.36 %,24.64 %,95.7 %,86.48 %,65.01 %,17.12 %,100 %
2012-3-21,41.05 %,62.34 %,98.99 %,96.38 %,NULL,97.89 %,32.61 %,96.76 %,NULL,79.48 %,70.69 %,28.36 %,25.79 %,95.3 %,86.01 %,64.27 %,17.36 %,99.88 %
2012-3-22,40.69 %,61.81 %,99.11 %,95.71 %,NULL,97.19 %,32.04 %,96.82 %,NULL,79.48 %,70.45 %,28.36 %,28.76 %,94.85 %,85.19 %,63.54 %,17.43 %,99.85 %
2012-3-23,40.33 %,61.24 %,99.17 %,94.86 %,NULL,96.48 %,31.47 %,96.94 %,NULL,79.48 %,70.21 %,28.36 %,25.21 %,94.44 %,84.11 %,62.51 %,17.36 %,99.73 %
2012-3-24,39.83 %,60.75 %,98.86 %,94.44 %,NULL,95.66 %,30.91 %,96.7 %,NULL,79.6 %,69.97 %,28.07 %,25.41 %,93.88 %,83.73 %,61.93 %,16.43 %,99.58 %
2012-3-25,39.4 %,60.46 %,98.88 %,94.16 %,NULL,94.84 %,30.33 %,96.4 %,NULL,79.6 %,69.73 %,27.64 %,25.02 %,93.28 %,83.32 %,61.35 %,16.24 %,99.47 %
2012-3-26,39.12 %,59.89 %,99.01 %,93.42 %,NULL,93.91 %,29.76 %,96.09 %,NULL,79.48 %,69.45 %,27.21 %,20.72 %,92.84 %,82.84 %,60.63 %,15.82 %,99.05 %
2012-3-27,38.76 %,59.36 %,99.01 %,93.22 %,NULL,92.97 %,29.16 %,96.15 %,NULL,79.71 %,69.05 %,26.77 %,22.45 %,92 %,82.56 %,10.41 %,15.31 %,98.55 %
2012-3-28,38.41 %,58.8 %,99.02 %,93.31 %,NULL,92.03 %,28.59 %,96.21 %,NULL,79.81 %,68.69 %,26.34 %,21.05 %,91.28 %,82.26 %,59.19 %,14.93 %,98.4 %
2012-3-29,38.06 %,58.24 %,99 %,93.05 %,NULL,91.1 %,28.02 %,96.09 %,NULL,79.81 %,68.3 %,26.34 %,22.98 %,90.49 %,81.93 %,58.48 %,14.67 %,98.02 %
2012-3-30,37.78 %,57.68 %,99.11 %,92.99 %,NULL,90.28 %,27.46 %,96.03 %,NULL,79.71 %,67.91 %,26.34 %,24.46 %,89.51 %,81.6 %,57.92 %,14.33 %,97.53 %
2012-3-31,37.43 %,57.28 %,99.24 %,92.29 %,NULL,89.22 %,27.12 %,96.15 %,NULL,79.6 %,67.55 %,26.34 %,25.79 %,88.89 %,81.33 %,57.21 %,13.61 %,97.38 %
2012-4-1,37.08 %,56.76 %,99.24 %,91.58 %,NULL,88.52 %,27.12 %,96.09 %,NULL,79.48 %,67.21 %,26.34 %,25.79 %,87.96 %,81 %,56.65 %,12.89 %,96.82 %
2012-4-2,36.73 %,56.24 %,99.22 %,90.38 %,NULL,87.73 %,26.63 %,96.21 %,NULL,79.71 %,66.86 %,26.34 %,22.45 %,87.23 %,80.65 %,56.09 %,12.58 %,96.07 %
2012-4-3,36.38 %,55.52 %,99.24 %,90.33 %,NULL,86.83 %,26.65 %,96.09 %,NULL,79.16 %,66.43 %,25.9 %,23.16 %,86.5 %,80.32 %,55.26 %,12.23 %,95.74 %
2012-4-4,35.96 %,55.13 %,99.22 %,89.76 %,NULL,85.93 %,26.67 %,95.91 %,NULL,78.72 %,65.97 %,25.47 %,28.97 %,85.58 %,79.97 %,54.85 %,11.79 %,95.07 %
2012-4-5,35.55 %,54.42 %,99.26 %,89.4 %,NULL,84.92 %,25.86 %,95.66 %,NULL,80.8 %,65.43 %,25.04 %,30.02 %,84.98 %,79.65 %,54.16 %,11.35 %,94.51 %
2012-4-6,35.07 %,53.96 %,99.14 %,88.93 %,NULL,84.25 %,25.34 %,95.48 %,NULL,82.66 %,64.98 %,24.6 %,33.47 %,84.26 %,79.37 %,53.48 %,12.05 %,94.04 %
2012-4-7,34.65 %,53.6 %,99.02 %,88.85 %,NULL,84.36 %,25.06 %,95.36 %,NULL,82.45 %,64.52 %,24.02 %,44.41 %,83.4 %,79.05 %,53.07 %,13.44 %,94 %
2012-4-8,34.25 %,53.13 %,99.09 %,89.09 %,NULL,84.25 %,24.36 %,95.17 %,NULL,82.11 %,63.99 %,24.02 %,24.46 %,82.43 %,78.7 %,52.27 %,14.02 %,93.93 %
2012-4-9,33.84 %,52.51 %,99.19 %,88.61 %,NULL,84.25 %,23.83 %,95.05 %,NULL,81.67 %,63.54 %,24.02 %,23.53 %,81.54 %,78.38 %,51.74 %,13.65 %,93.56 %
2012-4-10,33.37 %,52 %,99.18 %,88.03 %,NULL,83.69 %,23.3 %,94.87 %,NULL,81.22 %,63.01 %,24.02 %,21.05 %,80.99 %,78.08 %,51.08 %,12.89 %,92.64 %
2012-4-11,32.9 %,51.42 %,99.12 %,86.86 %,NULL,83.01 %,23.03 %,94.68 %,NULL,80.8 %,62.34 %,24.02 %,30.02 %,80.37 %,77.89 %,50.68 %,12.09 %,92.1 %
2012-4-12,32.43 %,50.89 %,99.01 %,86.94 %,NULL,82 %,22.91 %,94.44 %,NULL,78.07 %,61.53 %,24.02 %,26.75 %,79.82 %,77.81 %,49.9 %,12.36 %,92.03 %
2012-4-13,31.96 %,50.28 %,98.91 %,86.43 %,NULL,80.99 %,22.32 %,94.2 %,NULL,76.78 %,60.69 %,24.02 %,21.75 %,78.81 %,77.56 %,49.38 %,11.87 %,91.45 %
2012-4-14,31.5 %,49.94 %,98.78 %,85.87 %,NULL,79.98 %,21.81 %,93.95 %,NULL,76.35 %,59.93 %,24.02 %,22.63 %,78.27 %,77.24 %,48.73 %,10.49 %,90.91 %
2012-4-15,31.04 %,49.33 %,98.68 %,85.4 %,NULL,78.86 %,21.45 %,93.65 %,NULL,75.81 %,59.07 %,24.02 %,21.39 %,77.48 %,76.88 %,48.09 %,8.99 %,90.4 %
2012-4-16,30.65 %,48.64 %,98.73 %,84.45 %,NULL,88.99 %,20.8 %,93.71 %,NULL,75.39 %,58.26 %,24.02 %,24.09 %,78.02 %,76.68 %,47.32 %,8.53 %,89.65 %
2012-4-17,30.2 %,48 %,98.79 %,84.35 %,NULL,90.51 %,20.6 %,93.59 %,NULL,77.75 %,57.55 %,23.44 %,24.64 %,78.16 %,76.48 %,46.68 %,9.37 %,89.33 %
2012-4-18,30.2 %,47.62 %,99.15 %,84.35 %,NULL,91.68 %,20.92 %,94.74 %,NULL,77.85 %,57.14 %,22.86 %,22.81 %,78.27 %,76.34 %,46.18 %,9.54 %,89.16 %
2012-4-19,31.57 %,47.4 %,99.24 %,84.76 %,NULL,91.68 %,21.2 %,95.78 %,NULL,77.21 %,57.14 %,22.29 %,22.63 %,78.7 %,76.26 %,45.43 %,10.53 %,89.16 %
2012-4-20,32.16 %,47.21 %,99.18 %,84.32 %,NULL,94.96 %,20.91 %,97.07 %,NULL,78.83 %,55.24 %,21.71 %,25.79 %,78.84 %,76.16 %,44.93 %,11.77 %,89.12 %
2012-4-21,32.83 %,47.14 %,99.09 %,85.54 %,NULL,94.61 %,20.88 %,97.19 %,NULL,80.91 %,54.5 %,21.42 %,26.95 %,79.2 %,76.07 %,44.31 %,12.64 %,89.69 %
2012-4-22,33.57 %,47.29 %,98.97 %,86.76 %,NULL,95.66 %,21.1 %,96.82 %,NULL,78.18 %,53.82 %,21.42 %,32.81 %,79.97 %,76.09 %,NULL,16.65 %,90.3 %
2012-4-23,33.84 %,47.66 %,98.97 %,87.2 %,NULL,96.13 %,21.22 %,96.33 %,NULL,74.76 %,53.08 %,21.42 %,24.64 %,80.7 %,75.87 %,43.07 %,19.19 %,90.83 %
2012-4-24,33.91 %,47.62 %,98.97 %,86.47 %,NULL,95.9 %,21.15 %,96.03 %,NULL,71.61 %,52.35 %,21.42 %,20.88 %,81.17 %,75.65 %,42.34 %,20.39 %,90.94 %
2012-4-25,33.97 %,47.47 %,98.95 %,86.16 %,NULL,95.31 %,20.86 %,95.66 %,NULL,70.47 %,51.62 %,21.42 %,24.46 %,81.17 %,74.98 %,41.86 %,20.97 %,91.27 %
2012-4-26,34.45 %,47.4 %,99.07 %,89.99 %,NULL,97.3 %,20.88 %,96.03 %,NULL,70.06 %,50.93 %,21.42 %,25.98 %,83.47 %,76.11 %,42.34 %,21.65 %,93.12 %
2012-4-27,36.03 %,47.33 %,99.05 %,92.37 %,NULL,99.18 %,20.67 %,95.97 %,NULL,74.43 %,50.25 %,21.56 %,28.56 %,87.3 %,77.1 %,42.22 %,27.59 %,95.33 %
2012-4-28,38.13 %,46.92 %,98.78 %,92.53 %,NULL,97.07 %,20.67 %,96.27 %,NULL,79.16 %,49.59 %,21.56 %,27.15 %,88.73 %,76.26 %,42.22 %,34.32 %,97.2 %
2012-4-29,39.26 %,46.7 %,98.42 %,92.04 %,NULL,94.84 %,20.67 %,95.84 %,NULL,83.67 %,48.89 %,21.56 %,25.98 %,89.05 %,75.16 %,41.74 %,38.66 %,98.1 %
2012-4-30,40.05 %,47.03 %,98.03 %,91.86 %,NULL,95.43 %,20.25 %,96.09 %,NULL,88.16 %,NULL,21.56 %,20.22 %,90.34 %,74.46 %,44.8 %,45.17 %,100 %
2012-5-1,42.5 %,47.66 %,98.06 %,90.54 %,NULL,98.01 %,20.86 %,95.66 %,NULL,89.08 %,47.41 %,21.56 %,21.57 %,91.09 %,74.53 %,44.8 %,50.9 %,100 %
2012-5-2,43.67 %,48.61 %,98.58 %,88.62 %,NULL,98.59 %,21.35 %,95.17 %,NULL,88.4 %,46.68 %,21.56 %,21.39 %,91.52 %,74.56 %,44.8 %,55.14 %,100 %
2012-5-3,45.66 %,49.56 %,98.3 %,86.27 %,NULL,97.77 %,24.7 %,94.74 %,NULL,87.94 %,46.87 %,22.72 %,20.72 %,92.2 %,74.65 %,44.68 %,58.89 %,100 %
2012-5-4,49.72 %,52.78 %,98.18 %,85.36 %,NULL,93.56 %,27.84 %,94.38 %,NULL,90.7 %,46.34 %,33.57 %,23.16 %,92.6 %,75.6 %,46.56 %,65.13 %,100 %
